Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
528,female,group A,associate's degree,standard,none,married,regularly,yes,0.0,private,< 5,67,59,66
834,male,group D,high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,> 10,58,50,56
576,male,group C,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,49,46,42
275,male,group A,some college,standard,none,,sometimes,no,3.0,school_bus,5 - 10,60,50,43
746,male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,62,68,64
142,female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10,51,61,58
528,female,,high school,standard,none,,sometimes,yes,,school_bus,> 10,54,66,64
891,female,group D,some college,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,88,98,100
429,female,group A,master's degree,standard,completed,divorced,regularly,no,4.0,private,< 5,72,85,91
38,female,group C,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,40,55,46
715,male,group C,some high school,free/reduced,completed,single,regularly,no,4.0,private,,66,70,65
325,male,group B,high school,standard,none,married,sometimes,yes,2.0,private,> 10,82,73,71
895,male,group A,high school,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,81,71,65
32,male,group E,bachelor's degree,free/reduced,completed,single,never,yes,2.0,school_bus,5 - 10,92,86,85
835,female,group D,some college,standard,completed,married,never,no,1.0,school_bus,< 5,90,97,95
983,female,group A,master's degree,standard,,married,regularly,yes,6.0,private,< 5,78,87,85
723,male,group C,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,51,48,43
489,female,group C,associate's degree,standard,completed,married,never,yes,0.0,private,< 5,44,61,62
253,female,group D,master's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,83,88,97
912,male,group C,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,53,35,38
42,male,group E,some high school,standard,completed,single,sometimes,no,1.0,school_bus,< 5,95,90,81
194,female,group C,some high school,standard,,divorced,sometimes,yes,2.0,school_bus,5 - 10,60,56,58
946,male,group B,some high school,standard,completed,married,sometimes,no,1.0,,< 5,71,70,69
182,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,,private,5 - 10,51,49,53
520,female,group B,high school,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,48,55,53
813,female,group E,some college,standard,completed,divorced,sometimes,no,4.0,private,< 5,59,62,64
455,male,group E,some college,standard,none,married,regularly,no,6.0,,5 - 10,84,74,72
764,male,group C,some college,free/reduced,none,married,regularly,,2.0,,5 - 10,70,61,68
854,male,group C,some high school,standard,none,widowed,sometimes,no,2.0,school_bus,< 5,74,70,71
759,male,group D,associate's degree,free/reduced,none,married,never,no,3.0,school_bus,< 5,26,36,39
596,male,group C,some high school,standard,none,widowed,sometimes,,6.0,school_bus,< 5,51,61,46
925,female,group C,some high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,55,56,50
814,male,group E,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,81,68,71
813,female,group D,high school,standard,none,divorced,never,no,5.0,private,> 10,56,65,68
474,male,,high school,standard,none,divorced,sometimes,no,,,5 - 10,76,72,62
164,male,group E,some college,free/reduced,none,married,sometimes,yes,3.0,private,> 10,57,56,53
834,female,group B,associate's degree,standard,none,married,regularly,yes,0.0,private,< 5,32,36,40
464,female,group D,some high school,free/reduced,none,divorced,sometimes,no,2.0,private,5 - 10,61,70,66
360,male,group B,some college,standard,none,married,sometimes,yes,0.0,private,> 10,93,84,78
555,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,0.0,private,< 5,65,74,81
375,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,61,59,55
329,female,group A,associate's degree,free/reduced,completed,single,sometimes,yes,4.0,school_bus,> 10,76,96,93
295,female,group C,bachelor's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,91,100,100
933,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,< 5,55,55,52
994,male,,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,,42,35,36
217,male,group B,some college,standard,none,widowed,sometimes,yes,2.0,school_bus,5 - 10,82,70,66
561,male,group E,master's degree,free/reduced,none,,regularly,no,2.0,school_bus,5 - 10,73,73,77
497,female,group C,some college,standard,none,single,regularly,no,1.0,private,> 10,55,64,63
625,male,group D,master's degree,standard,completed,divorced,regularly,no,2.0,private,5 - 10,73,83,85
517,female,group E,some high school,free/reduced,none,single,sometimes,no,2.0,,> 10,79,82,82
818,female,group D,associate's degree,free/reduced,completed,married,regularly,no,1.0,private,5 - 10,76,77,85
714,male,,some high school,standard,completed,divorced,sometimes,yes,5.0,school_bus,5 - 10,65,68,70
898,male,group C,high school,free/reduced,none,married,regularly,yes,3.0,,> 10,54,56,56
428,male,group B,some high school,standard,completed,married,sometimes,yes,0.0,private,> 10,77,72,69
13,female,group C,high school,standard,,single,sometimes,yes,3.0,school_bus,5 - 10,50,69,68
215,male,group A,,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,56,57,62
413,male,group B,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,60,59,54
754,male,group C,some high school,standard,completed,divorced,sometimes,yes,4.0,school_bus,< 5,66,56,52
552,male,group D,associate's degree,standard,completed,,sometimes,yes,1.0,private,5 - 10,98,97,100
29,female,group E,high school,standard,completed,married,never,no,2.0,private,5 - 10,85,88,86
786,female,group D,some high school,standard,none,married,sometimes,,1.0,school_bus,5 - 10,34,41,45
710,male,group B,high school,standard,none,married,sometimes,no,4.0,private,5 - 10,49,52,43
360,female,group C,bachelor's degree,standard,completed,married,regularly,yes,1.0,private,< 5,79,98,100
388,male,group C,associate's degree,standard,none,married,regularly,no,2.0,school_bus,> 10,53,53,47
528,female,group D,associate's degree,standard,,divorced,regularly,yes,1.0,private,5 - 10,95,100,100
543,female,group C,some college,free/reduced,none,married,sometimes,yes,3.0,private,< 5,63,85,78
358,female,group C,associate's degree,standard,none,married,sometimes,yes,3.0,private,> 10,91,95,93
817,male,group B,,standard,completed,married,regularly,yes,1.0,school_bus,< 5,80,80,80
363,male,group D,some college,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,50,63,65
114,female,group B,some college,free/reduced,none,widowed,sometimes,no,2.0,private,> 10,47,54,54
811,male,group A,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,53,39,37
605,female,group D,some high school,standard,completed,married,sometimes,no,1.0,private,> 10,81,84,80
909,male,,bachelor's degree,standard,completed,married,sometimes,no,1.0,private,< 5,67,63,68
226,male,group E,some high school,free/reduced,none,married,regularly,yes,2.0,private,< 5,52,46,41
628,female,group D,bachelor's degree,standard,none,married,never,yes,0.0,school_bus,5 - 10,63,66,64
306,female,group E,associate's degree,standard,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,95,96,94
875,male,group E,associate's degree,free/reduced,completed,divorced,sometimes,yes,,school_bus,< 5,74,66,69
45,male,group A,some college,free/reduced,completed,divorced,sometimes,yes,2.0,private,5 - 10,45,42,41
889,male,group C,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,26,32,24
572,female,group B,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,54,66,67
797,female,group C,some college,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,52,64,60
981,male,group D,some high school,standard,none,married,sometimes,yes,4.0,,5 - 10,49,41,41
956,male,group C,,standard,completed,,regularly,yes,0.0,school_bus,< 5,66,76,73
188,female,group E,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,91,94,94
294,male,group D,some high school,standard,,married,sometimes,,1.0,private,< 5,65,50,60
770,female,group C,some college,standard,none,single,regularly,no,3.0,school_bus,5 - 10,81,95,91
207,female,group B,some college,free/reduced,completed,married,sometimes,no,,school_bus,< 5,72,79,89
636,male,group C,associate's degree,standard,none,single,sometimes,yes,3.0,,> 10,73,63,63
998,male,group B,some college,standard,none,married,never,yes,1.0,school_bus,5 - 10,72,65,62
925,male,group C,some high school,standard,completed,divorced,sometimes,no,1.0,school_bus,< 5,67,76,75
375,male,group B,master's degree,free/reduced,none,married,never,yes,1.0,,5 - 10,84,81,83
757,female,group E,some college,standard,none,,never,yes,2.0,private,< 5,63,69,65
214,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,59,65,67
545,female,group C,high school,free/reduced,none,single,never,no,1.0,school_bus,< 5,28,39,42
589,male,group B,some high school,standard,none,married,sometimes,yes,2.0,private,> 10,85,75,70
916,male,group E,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,89,84,78
414,female,group C,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,62,72,74
629,male,group D,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,75,79,77
324,female,group E,bachelor's degree,free/reduced,completed,single,regularly,yes,3.0,private,> 10,99,97,100
884,female,group D,some college,free/reduced,none,married,never,yes,2.0,,5 - 10,66,83,81
347,female,group C,some high school,standard,none,single,sometimes,yes,5.0,,5 - 10,37,45,47
310,female,group E,some college,standard,none,married,sometimes,yes,2.0,school_bus,< 5,76,79,76
535,female,group E,some high school,standard,none,single,,no,,private,5 - 10,75,74,71
42,female,group E,some college,standard,none,married,regularly,yes,4.0,school_bus,> 10,82,70,71
594,male,group C,master's degree,free/reduced,none,single,,no,2.0,school_bus,5 - 10,88,90,78
834,female,group D,associate's degree,standard,none,married,regularly,no,3.0,private,5 - 10,72,75,83
610,female,group D,some high school,free/reduced,none,married,never,yes,1.0,school_bus,< 5,73,79,79
293,female,group C,some high school,standard,none,single,never,yes,2.0,,> 10,57,58,54
16,male,group B,master's degree,standard,completed,married,regularly,yes,3.0,private,5 - 10,100,100,98
546,female,group E,some college,free/reduced,completed,married,sometimes,no,3.0,school_bus,< 5,80,77,78
566,female,group C,some high school,standard,none,married,sometimes,yes,,private,< 5,64,84,78
372,male,group D,some high school,free/reduced,,widowed,regularly,no,4.0,school_bus,5 - 10,53,52,63
90,female,group A,associate's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,45,54,49
156,female,group C,some college,standard,none,married,regularly,yes,1.0,,> 10,67,73,71
936,male,group D,high school,free/reduced,none,single,regularly,yes,4.0,school_bus,5 - 10,54,52,51
919,female,group E,some high school,standard,none,married,sometimes,yes,0.0,school_bus,,76,89,86
916,female,group B,associate's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10,67,69,76
761,male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,60,57,49
595,female,group C,some college,standard,none,single,sometimes,yes,2.0,school_bus,> 10,77,79,83
827,male,group A,,free/reduced,completed,divorced,sometimes,yes,1.0,,< 5,53,57,54
446,female,group B,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,< 5,53,62,56
517,female,group B,associate's degree,free/reduced,none,married,never,,2.0,,5 - 10,64,79,76
95,female,group B,high school,standard,none,married,never,no,2.0,,5 - 10,33,44,40
801,male,group C,master's degree,standard,,single,regularly,yes,2.0,private,5 - 10,79,67,67
976,male,group B,some college,free/reduced,completed,married,regularly,no,5.0,school_bus,< 5,59,61,60
333,male,,master's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10,86,83,86
142,male,group C,associate's degree,standard,completed,single,regularly,,3.0,private,< 5,84,68,72
463,male,group B,some college,standard,completed,divorced,regularly,yes,5.0,school_bus,> 10,49,51,46
660,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,4.0,school_bus,,87,77,77
704,male,group B,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,66,63,60
919,male,group C,bachelor's degree,standard,completed,,sometimes,no,4.0,private,< 5,89,78,80
280,male,group C,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,76,74,76
950,male,group C,some high school,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,48,58,51
964,female,group C,bachelor's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,75,82,83
485,female,group C,,free/reduced,none,married,regularly,no,3.0,private,5 - 10,18,33,28
291,male,group C,bachelor's degree,standard,completed,,regularly,yes,3.0,,> 10,85,79,85
55,female,group E,associate's degree,standard,,married,regularly,yes,,private,< 5,81,87,91
352,female,group C,master's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,69,79,77
906,female,group C,some high school,standard,completed,married,sometimes,yes,,private,5 - 10,94,97,92
910,male,group C,high school,standard,none,,regularly,yes,,school_bus,> 10,81,58,57
97,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,< 5,72,78,84
561,male,group B,high school,standard,completed,married,never,no,3.0,school_bus,< 5,69,65,63
906,male,group C,some high school,standard,none,divorced,regularly,no,4.0,school_bus,< 5,48,48,43
465,female,group B,some college,standard,none,,regularly,no,1.0,school_bus,5 - 10,49,62,61
368,female,group E,high school,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,51,55,56
588,male,group B,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,79,76,73
554,female,group E,some high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,63,64,56
397,male,group D,high school,standard,none,single,sometimes,yes,4.0,private,> 10,85,72,77
402,female,group D,master's degree,standard,,widowed,regularly,no,1.0,private,5 - 10,63,68,66
642,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,62,71,70
335,male,,some high school,standard,none,single,regularly,yes,,school_bus,< 5,80,79,71
494,female,group C,bachelor's degree,standard,completed,single,regularly,yes,2.0,school_bus,,81,84,89
284,female,group B,some high school,standard,none,single,sometimes,no,3.0,private,,65,73,75
440,male,group B,some college,free/reduced,,married,regularly,,4.0,private,< 5,56,50,47
738,male,group A,associate's degree,standard,completed,single,never,yes,3.0,school_bus,5 - 10,94,98,92
837,female,group D,associate's degree,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,72,81,85
382,male,group C,some high school,standard,completed,married,never,yes,0.0,private,5 - 10,47,41,42
329,female,group C,some college,free/reduced,,married,regularly,no,7.0,private,5 - 10,44,51,55
882,male,group C,some high school,standard,,married,never,yes,4.0,private,> 10,41,36,33
239,female,group C,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,49,61,57
390,male,group D,high school,free/reduced,none,divorced,sometimes,yes,4.0,,5 - 10,83,83,75
853,female,group B,high school,standard,none,married,never,no,2.0,private,5 - 10,56,65,67
644,female,group A,bachelor's degree,standard,,divorced,regularly,yes,1.0,school_bus,< 5,61,66,69
439,female,group D,some high school,standard,none,single,regularly,yes,3.0,school_bus,> 10,62,65,63
636,female,group C,some high school,free/reduced,completed,married,regularly,no,3.0,,< 5,55,69,69
176,male,group B,bachelor's degree,free/reduced,,married,regularly,yes,1.0,private,5 - 10,75,69,70
932,male,group C,,standard,none,married,sometimes,yes,2.0,private,5 - 10,68,65,66
633,male,group C,associate's degree,standard,completed,married,sometimes,yes,4.0,private,> 10,63,60,57
779,female,group C,master's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,73,86,87
368,female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,62,73,68
163,male,group D,master's degree,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,58,53,53
499,male,group D,high school,free/reduced,none,married,never,yes,3.0,school_bus,< 5,44,47,37
137,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,64,70,72
10,male,group B,master's degree,standard,completed,,never,no,2.0,school_bus,< 5,84,88,86
513,female,group C,associate's degree,standard,completed,single,sometimes,yes,5.0,private,5 - 10,67,75,74
611,male,group D,,free/reduced,completed,single,sometimes,yes,,private,> 10,55,61,65
214,male,group C,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,> 10,75,72,66
684,male,group B,high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,86,81,74
30,male,group A,high school,standard,completed,,sometimes,no,1.0,private,5 - 10,68,68,70
377,female,group D,associate's degree,standard,completed,married,regularly,yes,4.0,private,5 - 10,82,89,95
641,female,group C,bachelor's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,73,82,87
967,male,group C,some college,standard,none,married,never,yes,4.0,school_bus,< 5,59,61,57
91,female,group C,,standard,completed,married,sometimes,yes,0.0,,5 - 10,69,70,75
99,female,group C,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,37,45,45
517,female,group E,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,45,54,58
601,female,group C,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,29,29,30
966,female,group C,bachelor's degree,standard,none,married,sometimes,no,3.0,,< 5,65,71,65
609,female,group C,some high school,standard,none,married,regularly,yes,1.0,private,5 - 10,63,69,66
369,male,group D,bachelor's degree,standard,completed,married,sometimes,no,1.0,,> 10,71,65,69
711,male,group C,some college,free/reduced,completed,married,regularly,yes,3.0,private,> 10,73,66,71
428,male,group D,high school,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,64,50,54
227,male,,some high school,free/reduced,completed,married,regularly,yes,2.0,,> 10,61,57,52
726,female,group C,some college,standard,none,,never,yes,3.0,school_bus,5 - 10,39,55,41
864,male,,bachelor's degree,free/reduced,none,married,never,no,3.0,private,< 5,40,38,37
579,male,group E,,free/reduced,none,married,regularly,yes,3.0,,5 - 10,52,48,45
104,female,group D,master's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,70,92,89
882,male,group D,high school,standard,none,divorced,regularly,yes,1.0,private,< 5,81,80,75
98,female,group B,master's degree,free/reduced,none,,never,yes,4.0,school_bus,< 5,64,87,85
823,male,group C,associate's degree,standard,completed,married,never,yes,1.0,private,< 5,87,97,92
199,female,group D,high school,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,79,86,91
338,male,,some college,standard,,single,never,no,3.0,private,< 5,60,64,56
983,male,group A,associate's degree,standard,none,divorced,sometimes,no,3.0,,5 - 10,62,66,63
215,female,group D,,standard,none,divorced,sometimes,yes,1.0,school_bus,> 10,86,78,89
979,male,group C,some college,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,84,85,82
610,male,group D,bachelor's degree,standard,completed,single,regularly,yes,2.0,private,5 - 10,75,71,78
175,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,61,63,62
264,female,group E,high school,standard,none,married,regularly,no,2.0,,5 - 10,70,80,77
846,female,group E,high school,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,76,77,84
447,male,group C,some college,standard,none,married,never,no,3.0,,< 5,41,35,36
856,male,group E,high school,standard,none,married,never,yes,2.0,,< 5,87,79,81
777,male,group D,bachelor's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,92,82,79
228,female,group D,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,57,71,67
390,female,group B,associate's degree,standard,none,married,sometimes,no,1.0,,5 - 10,42,61,61
50,male,group E,some college,standard,none,single,never,yes,3.0,school_bus,,87,81,73
686,male,group E,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,85,75,68
890,female,group A,some high school,standard,completed,married,sometimes,yes,7.0,private,< 5,78,85,89
752,male,group E,bachelor's degree,standard,,married,sometimes,no,5.0,school_bus,> 10,92,77,72
826,male,group C,high school,standard,,married,sometimes,no,1.0,school_bus,5 - 10,56,46,45
357,male,group B,some high school,standard,completed,married,never,no,3.0,school_bus,5 - 10,58,64,55
690,male,group E,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,70,70,67
810,female,group C,some college,standard,none,married,never,yes,2.0,school_bus,> 10,65,72,70
483,male,group C,some college,free/reduced,completed,married,sometimes,no,1.0,school_bus,> 10,66,71,67
843,female,group B,bachelor's degree,free/reduced,completed,married,regularly,no,3.0,school_bus,5 - 10,61,73,75
723,female,group C,,standard,none,divorced,never,yes,2.0,school_bus,5 - 10,90,90,87
573,male,group B,some college,standard,completed,single,sometimes,no,2.0,private,< 5,70,64,60
360,female,group A,high school,standard,completed,married,regularly,yes,1.0,private,< 5,30,44,54
726,female,group B,some high school,standard,completed,divorced,sometimes,yes,4.0,private,5 - 10,70,87,93
965,male,group E,high school,free/reduced,none,divorced,,yes,3.0,private,5 - 10,75,64,61
354,female,group A,master's degree,standard,none,single,regularly,no,2.0,,> 10,68,75,72
74,male,group C,some high school,standard,,married,sometimes,yes,2.0,private,< 5,47,48,40
419,female,group D,some college,standard,none,married,sometimes,no,,private,5 - 10,84,76,89
559,female,group C,some high school,standard,none,married,sometimes,yes,,school_bus,> 10,47,50,51
346,female,group D,some high school,standard,none,married,,no,3.0,private,< 5,58,75,71
644,female,group C,some college,standard,,married,regularly,no,2.0,private,> 10,74,81,73
568,male,group E,bachelor's degree,standard,none,single,sometimes,yes,2.0,school_bus,< 5,92,97,92
762,male,group C,,free/reduced,none,single,never,no,,private,< 5,56,53,44
52,female,group E,high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,81,86,87
203,female,group B,associate's degree,standard,,single,regularly,yes,1.0,school_bus,> 10,84,87,85
691,male,group E,,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,64,59,59
480,male,group C,some high school,free/reduced,,divorced,sometimes,yes,1.0,school_bus,5 - 10,45,54,48
162,female,group E,associate's degree,standard,none,married,regularly,no,2.0,school_bus,5 - 10,56,70,67
793,female,group D,some high school,free/reduced,none,married,sometimes,yes,0.0,,5 - 10,56,68,65
969,female,group B,bachelor's degree,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,72,82,78
338,female,group C,some college,standard,completed,divorced,sometimes,no,3.0,,< 5,86,98,95
178,female,group B,master's degree,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,54,72,65
91,male,group A,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,78,77,74
501,male,group A,master's degree,free/reduced,,single,sometimes,yes,1.0,school_bus,> 10,47,51,44
16,male,,high school,standard,none,married,regularly,no,2.0,school_bus,> 10,90,87,78
208,female,group D,high school,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,62,59,61
318,male,group E,associate's degree,standard,completed,married,sometimes,yes,2.0,private,> 10,58,43,51
154,male,group C,high school,free/reduced,none,single,sometimes,,5.0,school_bus,> 10,64,63,57
845,female,group A,associate's degree,standard,,married,regularly,yes,3.0,school_bus,5 - 10,80,93,91
582,female,group A,high school,free/reduced,none,,never,yes,5.0,,5 - 10,41,54,47
335,male,group C,some high school,standard,none,single,never,yes,4.0,,5 - 10,66,65,57
110,male,group B,master's degree,standard,none,divorced,regularly,yes,,school_bus,5 - 10,76,62,60
3,female,group E,some college,standard,completed,single,regularly,yes,0.0,private,< 5,77,77,81
438,male,group D,associate's degree,standard,none,widowed,sometimes,no,4.0,,5 - 10,65,67,61
269,female,group C,some college,standard,completed,single,sometimes,yes,2.0,private,> 10,80,89,90
409,male,group C,some college,standard,none,divorced,sometimes,yes,3.0,private,> 10,87,87,84
185,male,group D,some high school,standard,none,single,regularly,no,1.0,,> 10,80,74,76
484,male,group B,high school,free/reduced,none,single,regularly,yes,0.0,private,> 10,68,55,50
707,male,group C,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,86,87,78
252,male,group C,high school,standard,none,,sometimes,yes,1.0,private,< 5,63,46,45
819,female,group D,some high school,standard,none,married,sometimes,yes,0.0,school_bus,> 10,54,58,59
995,male,group D,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,< 5,63,61,54
846,male,group C,high school,standard,none,married,sometimes,no,4.0,private,5 - 10,80,67,62
88,male,group E,high school,standard,,single,sometimes,yes,1.0,private,5 - 10,67,57,52
989,male,group C,high school,standard,completed,married,sometimes,no,3.0,,5 - 10,56,61,59
438,male,group C,,standard,completed,married,never,yes,5.0,school_bus,5 - 10,94,88,84
885,female,group C,associate's degree,standard,completed,married,never,no,1.0,private,5 - 10,81,77,87
974,male,group A,some high school,free/reduced,none,,sometimes,yes,2.0,school_bus,< 5,68,65,63
758,male,group C,associate's degree,standard,none,married,never,yes,2.0,private,,67,71,74
754,female,group C,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,34,46,43
828,female,group D,,free/reduced,completed,single,regularly,no,2.0,school_bus,5 - 10,71,87,83
512,female,group B,associate's degree,free/reduced,none,divorced,sometimes,,4.0,school_bus,5 - 10,47,71,63
590,male,group E,associate's degree,standard,completed,married,regularly,yes,4.0,school_bus,5 - 10,75,58,65
882,male,,some college,standard,none,single,never,yes,0.0,private,> 10,62,59,54
403,female,group A,high school,standard,none,divorced,sometimes,no,7.0,school_bus,5 - 10,57,64,60
148,male,group B,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,42,36,33
520,female,group C,master's degree,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,71,89,95
85,male,group B,high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,61,49,50
117,male,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,64,59,56
657,male,group D,high school,standard,completed,married,sometimes,yes,6.0,private,,65,62,64
865,female,group D,high school,free/reduced,none,divorced,regularly,no,1.0,private,5 - 10,56,64,69
387,female,group C,,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79,68
214,male,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,74,82,68
432,female,group C,bachelor's degree,free/reduced,none,single,never,yes,0.0,school_bus,< 5,50,66,60
725,male,group E,some college,standard,completed,married,never,yes,4.0,,< 5,76,71,67
382,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,1.0,private,5 - 10,44,52,55
314,male,group C,some high school,standard,completed,divorced,,yes,1.0,,5 - 10,74,65,64
487,female,group E,some college,standard,none,married,regularly,no,2.0,private,5 - 10,54,66,58
296,male,group C,associate's degree,free/reduced,,married,sometimes,yes,3.0,school_bus,5 - 10,66,69,68
18,male,group C,some college,standard,none,single,sometimes,yes,0.0,private,5 - 10,61,57,53
39,female,group B,some college,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,66,83,88
226,male,group C,some college,standard,none,married,never,no,2.0,school_bus,5 - 10,57,53,48
161,female,group A,associate's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,80,87,83
153,female,group B,associate's degree,standard,none,divorced,sometimes,no,4.0,school_bus,5 - 10,52,59,63
177,female,group B,associate's degree,standard,none,divorced,never,no,2.0,school_bus,< 5,63,80,79
94,female,group D,some college,standard,,married,regularly,no,3.0,private,< 5,75,85,90
31,male,group A,associate's degree,standard,,married,sometimes,no,1.0,school_bus,< 5,46,55,49
894,female,group B,bachelor's degree,standard,none,,sometimes,yes,1.0,school_bus,5 - 10,74,87,84
594,female,group D,some high school,standard,completed,single,,yes,1.0,,5 - 10,81,92,96
217,female,group C,high school,free/reduced,,married,regularly,no,3.0,,< 5,33,41,39
362,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,5.0,private,5 - 10,70,60,58
622,male,group D,master's degree,standard,completed,single,,no,2.0,school_bus,< 5,97,91,91
536,female,group E,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,68,69,67
443,female,group C,high school,standard,completed,married,regularly,no,2.0,private,,78,77,86
197,male,group E,bachelor's degree,free/reduced,,married,regularly,yes,3.0,school_bus,5 - 10,66,64,65
581,female,group B,high school,free/reduced,completed,single,regularly,no,1.0,private,< 5,53,71,66
610,male,group D,some high school,standard,none,married,sometimes,yes,1.0,private,> 10,41,43,46
821,male,group D,master's degree,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,58,52,58
